Date,Store,Category,Sales
2017-03-14,Delhi,Groceries,2246
2017-03-16,Delhi,Electronics,2523
2017-03-17,Delhi,Furniture,2501
2017-03-18,Chennai,Groceries,2757
2017-03-19,Mumbai,Electronics,2381
2017-03-20,Delhi,Groceries,2595
2017-03-21,Chennai,Clothing,2348
2017-03-22,Mumbai,Groceries,2245
2017-03-23,Delhi,Groceries,2414
2017-03-24,Mumbai,Furniture,2350
2017-03-25,Mumbai,Groceries,2365
2017-03-27,Hyderabad,Clothing,2423
2017-03-28,Bangalore,Electronics,2301
2017-03-29,Mumbai,Furniture,2508
2017-03-30,Chennai,Groceries,2531
2017-03-31,Delhi,Groceries,2143
2017-04-01,Hyderabad,Furniture,2343
2017-04-02,Delhi,Clothing,2331
2017-04-03,Chennai,Electronics,2381
2017-04-04,Hyderabad,Groceries,2650
2017-04-06,Mumbai,Electronics,2801
2017-04-07,Chennai,Electronics,2429
2017-04-08,Mumbai,Groceries,2965
2017-04-09,Mumbai,Furniture,2294
2017-04-11,Chennai,Groceries,2597
2017-04-12,Mumbai,Groceries,2842
2017-04-14,Hyderabad,Furniture,2373
2017-04-16,Delhi,Groceries,2475
2017-04-18,Delhi,Electronics,2836
2017-04-19,Hyderabad,Furniture,2400
2017-04-20,Bangalore,Groceries,2845
2017-04-21,Mumbai,Furniture,2338
2017-04-22,Chennai,Electronics,2710
2017-04-23,Delhi,Electronics,2501
2017-04-24,Hyderabad,Furniture,2951
2017-04-25,Mumbai,Electronics,1989
2017-04-26,Hyderabad,Clothing,2083
2017-04-27,Bangalore,Furniture,2982
2017-04-28,Mumbai,Electronics,2213
2017-04-29,Mumbai,Electronics,2232
2017-04-30,Mumbai,Furniture,2170
2017-05-02,Mumbai,Furniture,1873
2017-05-05,Mumbai,Electronics,2560
2017-05-06,Hyderabad,Groceries,2080
2017-05-07,Hyderabad,Furniture,2374
2017-05-08,Chennai,Furniture,1898
2017-05-09,Hyderabad,Electronics,2932
2017-05-11,Mumbai,Electronics,2252
2017-05-12,Mumbai,Electronics,2746
2017-05-14,Hyderabad,Electronics,2750
2017-05-15,Hyderabad,Furniture,2126
2017-05-16,Mumbai,Clothing,2451
2017-05-17,Delhi,Furniture,2078
2017-05-18,Delhi,Electronics,1843
2017-05-19,Bangalore,Electronics,2374
2017-05-21,Bangalore,Furniture,1855
2017-05-23,Mumbai,Furniture,2610
2017-05-24,Mumbai,Electronics,2430
2017-05-25,Chennai,Furniture,2131
2017-05-29,Hyderabad,Groceries,2232
2017-05-31,Bangalore,Electronics,2644
2017-06-01,Hyderabad,Clothing,1997
2017-06-02,Delhi,Electronics,2053
2017-06-03,Bangalore,Clothing,2830
2017-06-04,Bangalore,Furniture,1821
2017-06-05,Delhi,Furniture,2524
2017-06-06,Chennai,Clothing,1882
2017-06-07,Chennai,Clothing,1929
2017-06-08,Chennai,Electronics,2791
2017-06-09,Hyderabad,Furniture,1951
2017-06-10,Delhi,Electronics,1587
2017-06-11,Bangalore,Clothing,2084
2017-06-12,Bangalore,Groceries,1948
2017-06-13,Bangalore,Groceries,2110
2017-06-16,Chennai,Electronics,2167
2017-06-17,Hyderabad,Furniture,1677
2017-06-18,Chennai,Clothing,2037
2017-06-19,Chennai,Groceries,1760
2017-06-20,Bangalore,Electronics,1925
2017-06-21,Hyderabad,Furniture,1726
2017-06-22,Chennai,Furniture,2632
2017-06-23,Delhi,Clothing,1792
2017-06-24,Delhi,Clothing,2206
2017-06-25,Hyderabad,Furniture,1902
2017-06-26,Bangalore,Furniture,1652
2017-06-27,Bangalore,Groceries,2059
2017-06-28,Chennai,Furniture,2120
2017-06-29,Hyderabad,Clothing,2167
2017-06-30,Delhi,Electronics,1213
2017-07-01,Chennai,Groceries,1379
2017-07-02,Chennai,Groceries,2037
2017-07-03,Mumbai,Furniture,1472
2017-07-04,Hyderabad,Electronics,1810
2017-07-05,Chennai,Groceries,1372
2017-07-06,Delhi,Clothing,1969
2017-07-07,Mumbai,Furniture,2029
2017-07-08,Delhi,Clothing,1969
2017-07-10,Mumbai,Groceries,2219
2017-07-11,Mumbai,Furniture,1397
2017-07-12,Chennai,Electronics,1513
2017-07-13,Bangalore,Clothing,2019
2017-07-14,Chennai,Electronics,2089
2017-07-15,Hyderabad,Clothing,1547
2017-07-16,Delhi,Clothing,1526
2017-07-17,Delhi,Furniture,1554
2017-07-18,Chennai,Groceries,1268
2017-07-19,Delhi,Groceries,1368
2017-07-20,Delhi,Electronics,1375
2017-07-21,Hyderabad,Furniture,1661
2017-07-22,Bangalore,Groceries,1831
2017-07-23,Mumbai,Clothing,1880
2017-07-24,Chennai,Clothing,1597
2017-07-25,Chennai,Furniture,1604
2017-07-26,Hyderabad,Electronics,1787
2017-07-27,Hyderabad,Furniture,1301
2017-07-28,Mumbai,Electronics,2037
2017-07-29,Bangalore,Furniture,2135
2017-07-30,Chennai,Clothing,1562
2017-07-31,Hyderabad,Furniture,1630
2017-08-01,Chennai,Groceries,1939
2017-08-02,Delhi,Groceries,1530
2017-08-03,Chennai,Furniture,1743
2017-08-04,Bangalore,Electronics,1539
2017-08-05,Bangalore,Electronics,2033
2017-08-06,Chennai,Clothing,1714
2017-08-07,Delhi,Clothing,1731
2017-08-08,Bangalore,Electronics,1736
2017-08-09,Hyderabad,Furniture,1400
2017-08-10,Chennai,Clothing,1428
2017-08-11,Delhi,Electronics,1797
2017-08-16,Bangalore,Clothing,1578
2017-08-19,Bangalore,Furniture,1722
2017-08-20,Mumbai,Groceries,957
2017-08-21,Hyderabad,Groceries,2200
2017-08-22,Bangalore,Clothing,1330
2017-08-23,Chennai,Clothing,1566
2017-08-24,Hyderabad,Furniture,1577
2017-08-25,Hyderabad,Clothing,2166
2017-08-26,Mumbai,Electronics,1540
2017-08-27,Chennai,Groceries,2043
2017-08-28,Delhi,Furniture,1689
2017-08-31,Delhi,Electronics,1531
2017-09-01,Delhi,Electronics,1174
2017-09-03,Hyderabad,Furniture,1506
2017-09-05,Bangalore,Groceries,1558
2017-09-06,Mumbai,Electronics,1304
2017-09-08,Delhi,Furniture,1312
2017-09-09,Mumbai,Groceries,570
2017-09-10,Chennai,Electronics,1538
2017-09-11,Hyderabad,Clothing,1333
2017-09-12,Chennai,Clothing,1614
2017-09-13,Chennai,Electronics,2099
2017-09-14,Mumbai,Furniture,2108
2017-09-15,Hyderabad,Groceries,1450
2017-09-16,Chennai,Clothing,1252
2017-09-17,Hyderabad,Groceries,1675
2017-09-20,Chennai,Electronics,1301
2017-09-21,Hyderabad,Clothing,1575
2017-09-24,Mumbai,Groceries,1323
2017-09-25,Hyderabad,Electronics,1698
2017-09-26,Hyderabad,Groceries,1120
2017-09-27,Chennai,Clothing,1734
2017-09-28,Bangalore,Electronics,1210
2017-09-29,Chennai,Electronics,1578
2017-09-30,Delhi,Electronics,1806
2017-10-01,Chennai,Electronics,1506
2017-10-02,Delhi,Furniture,1258
2017-10-03,Mumbai,Electronics,1716
2017-10-04,Hyderabad,Clothing,1314
2017-10-06,Bangalore,Clothing,1646
2017-10-07,Chennai,Clothing,1975
2017-10-08,Mumbai,Groceries,1574
2017-10-10,Bangalore,Electronics,1788
2017-10-11,Mumbai,Clothing,1582
2017-10-14,Delhi,Groceries,1468
2017-10-15,Hyderabad,Electronics,584
2017-10-16,Chennai,Electronics,1321
2017-10-19,Bangalore,Furniture,1465
2017-10-20,Mumbai,Clothing,1917
2017-10-21,Delhi,Clothing,1536
2017-10-22,Delhi,Electronics,939
2017-10-23,Mumbai,Groceries,1115
2017-10-24,Mumbai,Clothing,1692
2017-10-26,Mumbai,Clothing,2003
2017-10-27,Bangalore,Clothing,1347
2017-10-28,Chennai,Furniture,1474
2017-10-29,Delhi,Electronics,1301
2017-10-30,Delhi,Groceries,1410
2017-10-31,Delhi,Electronics,999
2017-11-01,Chennai,Furniture,1634
2017-11-02,Chennai,Clothing,1734
2017-11-03,Hyderabad,Groceries,1709
2017-11-05,Bangalore,Furniture,2300
2017-11-06,Hyderabad,Clothing,1524
2017-11-07,Delhi,Clothing,1136
2017-11-08,Bangalore,Electronics,1720
2017-11-09,Bangalore,Furniture,1862
2017-11-10,Delhi,Clothing,1491
2017-11-12,Mumbai,Groceries,2224
2017-11-13,Hyderabad,Clothing,1672
2017-11-14,Chennai,Electronics,1948
2017-11-15,Bangalore,Furniture,1470
2017-11-16,Bangalore,Furniture,1732
2017-11-18,Hyderabad,Furniture,1547
2017-11-19,Bangalore,Electronics,2096
2017-11-20,Delhi,Clothing,1333
2017-11-21,Delhi,Groceries,1840
2017-11-22,Chennai,Furniture,1643
2017-11-23,Bangalore,Groceries,1874
2017-11-24,Bangalore,Groceries,1647
2017-11-27,Hyderabad,Furniture,2097
2017-11-28,Mumbai,Electronics,1741
2017-11-29,Bangalore,Furniture,1351
2017-11-30,Mumbai,Clothing,1954
2017-12-01,Delhi,Furniture,1940
2017-12-03,Delhi,Groceries,2099
2017-12-04,Bangalore,Furniture,2301
2017-12-06,Hyderabad,Furniture,1886
2017-12-07,Mumbai,Furniture,2043
2017-12-08,Bangalore,Furniture,2015
2017-12-09,Hyderabad,Electronics,2446
2017-12-10,Mumbai,Clothing,1756
2017-12-11,Hyderabad,Electronics,1860
2017-12-14,Delhi,Furniture,2074
2017-12-15,Chennai,Electronics,2480
2017-12-16,Bangalore,Electronics,1940
2017-12-19,Mumbai,Electronics,2176
2017-12-20,Bangalore,Groceries,1953
2017-12-21,Bangalore,Clothing,2421
2017-12-22,Mumbai,Groceries,1756
2017-12-23,Delhi,Furniture,1913
2017-12-24,Bangalore,Electronics,2088
2017-12-25,Hyderabad,Clothing,2117
2017-12-26,Bangalore,Electronics,2014
2017-12-27,Delhi,Furniture,1616
2017-12-29,Delhi,Groceries,1929
2017-12-30,Chennai,Clothing,2033
2018-01-01,Bangalore,Clothing,2059
2018-01-02,Mumbai,Furniture,2267
2018-01-03,Bangalore,Furniture,2046
2018-01-04,Hyderabad,Clothing,2374
2018-01-05,Hyderabad,Furniture,2167
2018-01-06,Delhi,Furniture,2330
2018-01-07,Mumbai,Furniture,1936
2018-01-08,Chennai,Groceries,2001
2018-01-09,Delhi,Electronics,1840
2018-01-10,Mumbai,Furniture,2036
2018-01-11,Mumbai,Clothing,1477
2018-01-12,Delhi,Furniture,2157
2018-01-13,Delhi,Groceries,2089
2018-01-14,Bangalore,Clothing,2295
2018-01-15,Chennai,Electronics,2263
2018-01-16,Hyderabad,Clothing,2627
2018-01-17,Bangalore,Clothing,3028
2018-01-18,Mumbai,Clothing,2591
2018-01-19,Chennai,Clothing,2114
2018-01-21,Delhi,Electronics,2510
2018-01-22,Chennai,Furniture,1744
2018-01-23,Chennai,Groceries,2155
2018-01-25,Bangalore,Clothing,2425
2018-01-26,Chennai,Furniture,2434
2018-01-28,Bangalore,Electronics,2125
2018-01-29,Delhi,Electronics,2383
2018-01-30,Chennai,Electronics,2010
2018-02-01,Chennai,Electronics,2615
2018-02-02,Mumbai,Electronics,2484
2018-02-05,Mumbai,Groceries,2245
2018-02-06,Hyderabad,Groceries,2305
2018-02-07,Delhi,Furniture,2583
2018-02-08,Chennai,Furniture,2493
2018-02-09,Delhi,Clothing,2306
2018-02-11,Delhi,Electronics,2380
2018-02-12,Mumbai,Electronics,2225
2018-02-14,Bangalore,Groceries,2129
2018-02-16,Delhi,Furniture,2431
2018-02-17,Hyderabad,Electronics,2235
2018-02-18,Mumbai,Electronics,2356
2018-02-19,Bangalore,Groceries,2142
2018-02-20,Chennai,Furniture,2795
2018-02-23,Hyderabad,Furniture,2546
2018-02-25,Mumbai,Groceries,1997
2018-03-01,Bangalore,Electronics,2681
2018-03-02,Delhi,Electronics,2256
2018-03-03,Bangalore,Furniture,2417
2018-03-05,Bangalore,Furniture,2591
2018-03-06,Chennai,Electronics,2899
2018-03-07,Mumbai,Clothing,1941
2018-03-09,Delhi,Furniture,2756
2018-03-10,Bangalore,Electronics,2373
2018-03-11,Hyderabad,Furniture,2160
2018-03-13,Chennai,Furniture,2800
2018-03-14,Bangalore,Furniture,2767
2018-03-15,Chennai,Electronics,2609
2018-03-16,Delhi,Furniture,2529
2018-03-17,Hyderabad,Furniture,2230
2018-03-18,Mumbai,Groceries,2759
2018-03-19,Delhi,Furniture,2742
2018-03-20,Delhi,Electronics,2158
2018-03-21,Mumbai,Furniture,2609
2018-03-22,Bangalore,Clothing,2695
2018-03-23,Bangalore,Clothing,2764
2018-03-24,Bangalore,Furniture,2477
2018-03-25,Hyderabad,Clothing,2242
2018-03-27,Chennai,Electronics,2197
2018-03-28,Mumbai,Groceries,2484
2018-03-31,Mumbai,Groceries,2768
2018-04-01,Chennai,Groceries,2723
2018-04-02,Delhi,Clothing,2574
2018-04-03,Delhi,Furniture,2322
2018-04-04,Hyderabad,Clothing,2350
2018-04-05,Delhi,Furniture,2377
2018-04-07,Chennai,Furniture,2549
2018-04-08,Chennai,Groceries,2433
2018-04-09,Mumbai,Clothing,2345
2018-04-10,Bangalore,Clothing,2254
2018-04-11,Chennai,Electronics,2015
2018-04-12,Mumbai,Groceries,2818
2018-04-13,Delhi,Electronics,3094
2018-04-14,Mumbai,Electronics,2792
2018-04-15,Mumbai,Furniture,2055
2018-04-16,Mumbai,Groceries,2669
2018-04-17,Mumbai,Electronics,2740
2018-04-18,Chennai,Clothing,2311
2018-04-19,Bangalore,Electronics,2579
2018-04-20,Mumbai,Groceries,2296
2018-04-21,Hyderabad,Clothing,2891
2018-04-22,Delhi,Clothing,2542
2018-04-23,Delhi,Clothing,2157
2018-04-24,Delhi,Furniture,2633
2018-04-25,Delhi,Clothing,2750
2018-04-26,Delhi,Furniture,2492
2018-04-28,Bangalore,Electronics,2412
2018-04-29,Hyderabad,Electronics,2092
2018-05-01,Hyderabad,Groceries,2406
2018-05-02,Chennai,Clothing,2211
2018-05-05,Mumbai,Electronics,2152
2018-05-06,Delhi,Clothing,2499
2018-05-07,Mumbai,Groceries,2316
2018-05-08,Delhi,Clothing,2126
2018-05-09,Bangalore,Groceries,2560
2018-05-10,Chennai,Groceries,2043
2018-05-11,Hyderabad,Clothing,2031
2018-05-13,Delhi,Groceries,2083
2018-05-14,Mumbai,Electronics,2642
2018-05-15,Hyderabad,Electronics,1628
2018-05-16,Chennai,Groceries,1964
2018-05-17,Bangalore,Furniture,2381
2018-05-18,Chennai,Clothing,1576
2018-05-19,Delhi,Groceries,2096
2018-05-20,Chennai,Clothing,2592
2018-05-21,Mumbai,Electronics,2862
2018-05-22,Bangalore,Clothing,2337
2018-05-24,Mumbai,Groceries,1961
2018-05-25,Chennai,Groceries,2293
2018-05-26,Mumbai,Groceries,2334
2018-05-27,Hyderabad,Furniture,2807
2018-05-29,Chennai,Furniture,2275
2018-05-30,Mumbai,Groceries,2149
2018-05-31,Delhi,Furniture,3154
2018-06-01,Mumbai,Clothing,2187
2018-06-02,Mumbai,Groceries,1799
2018-06-03,Chennai,Electronics,1932
2018-06-04,Hyderabad,Groceries,1736
2018-06-05,Hyderabad,Clothing,1278
2018-06-06,Chennai,Furniture,2093
2018-06-07,Chennai,Groceries,2534
2018-06-08,Chennai,Furniture,1510
2018-06-09,Delhi,Groceries,2016
2018-06-10,Bangalore,Clothing,1787
2018-06-12,Chennai,Furniture,1948
2018-06-13,Chennai,Furniture,1591
2018-06-14,Chennai,Clothing,1705
2018-06-15,Hyderabad,Groceries,1750
2018-06-16,Chennai,Electronics,2403
2018-06-17,Mumbai,Groceries,2387
2018-06-18,Chennai,Clothing,1906
2018-06-19,Mumbai,Electronics,2368
2018-06-20,Delhi,Clothing,1948
2018-06-22,Hyderabad,Electronics,2017
2018-06-23,Mumbai,Clothing,2085
2018-06-24,Delhi,Furniture,1833
2018-06-25,Bangalore,Electronics,2006
2018-06-26,Bangalore,Electronics,2236
2018-06-27,Bangalore,Clothing,2038
2018-06-28,Mumbai,Furniture,2012
2018-06-30,Chennai,Clothing,2200
2018-07-01,Delhi,Electronics,1731
2018-07-02,Delhi,Electronics,1607
2018-07-03,Delhi,Electronics,1806
2018-07-04,Mumbai,Furniture,1271
2018-07-05,Mumbai,Groceries,1686
2018-07-07,Delhi,Furniture,1247
2018-07-08,Mumbai,Furniture,1202
2018-07-09,Bangalore,Clothing,2064
2018-07-10,Mumbai,Electronics,1754
2018-07-11,Hyderabad,Furniture,1371
2018-07-12,Mumbai,Clothing,1897
2018-07-13,Mumbai,Groceries,2046
2018-07-14,Mumbai,Groceries,1902
2018-07-16,Hyderabad,Groceries,1819
2018-07-17,Chennai,Clothing,2020
2018-07-19,Bangalore,Clothing,1758
2018-07-22,Mumbai,Furniture,2024
2018-07-23,Chennai,Furniture,2367
2018-07-25,Hyderabad,Electronics,2038
2018-07-26,Hyderabad,Groceries,1497
2018-07-27,Chennai,Clothing,1789
2018-07-28,Mumbai,Furniture,2202
2018-07-29,Delhi,Electronics,1593
2018-07-31,Delhi,Clothing,1209
2018-08-01,Hyderabad,Groceries,1367
2018-08-02,Mumbai,Clothing,995
2018-08-03,Mumbai,Groceries,1695
2018-08-04,Hyderabad,Groceries,1816
2018-08-06,Mumbai,Furniture,1652
2018-08-07,Mumbai,Clothing,1469
2018-08-08,Bangalore,Furniture,1789
2018-08-09,Mumbai,Clothing,1605
2018-08-10,Bangalore,Electronics,971
2018-08-11,Mumbai,Electronics,1848
2018-08-12,Mumbai,Clothing,1450
2018-08-13,Chennai,Clothing,1185
2018-08-14,Chennai,Clothing,1435
2018-08-15,Mumbai,Clothing,996
2018-08-16,Hyderabad,Groceries,1192
2018-08-17,Hyderabad,Furniture,1609
2018-08-18,Mumbai,Groceries,1635
2018-08-19,Hyderabad,Furniture,1658
2018-08-21,Chennai,Furniture,1359
2018-08-22,Delhi,Groceries,1550
2018-08-23,Bangalore,Clothing,1435
2018-08-24,Hyderabad,Groceries,1079
2018-08-25,Hyderabad,Groceries,1335
2018-08-26,Chennai,Furniture,1833
2018-08-27,Hyderabad,Electronics,2043
2018-08-28,Mumbai,Electronics,1762
2018-08-29,Mumbai,Groceries,2030
2018-08-30,Delhi,Furniture,1592
2018-08-31,Delhi,Groceries,2089
2018-09-01,Delhi,Groceries,2116
2018-09-02,Mumbai,Clothing,979
2018-09-03,Delhi,Furniture,1566
2018-09-04,Delhi,Electronics,1525
2018-09-05,Mumbai,Electronics,1372
2018-09-06,Chennai,Electronics,1647
2018-09-07,Hyderabad,Groceries,1512
2018-09-09,Mumbai,Clothing,1492
2018-09-11,Bangalore,Furniture,1554
2018-09-12,Bangalore,Electronics,1688
2018-09-13,Delhi,Clothing,1416
2018-09-14,Bangalore,Furniture,1635
2018-09-15,Hyderabad,Groceries,1137
2018-09-17,Hyderabad,Electronics,1469
2018-09-18,Hyderabad,Electronics,1117
2018-09-19,Hyderabad,Furniture,1250
2018-09-20,Delhi,Clothing,1593
2018-09-21,Mumbai,Electronics,1538
2018-09-22,Bangalore,Furniture,1741
2018-09-23,Mumbai,Clothing,1319
2018-09-24,Bangalore,Electronics,1517
2018-09-26,Delhi,Furniture,1711
2018-09-28,Chennai,Groceries,1644
2018-09-30,Delhi,Clothing,1509
2018-10-02,Delhi,Furniture,1589
2018-10-03,Mumbai,Groceries,1259
2018-10-04,Bangalore,Groceries,1641
2018-10-05,Delhi,Clothing,1268
2018-10-06,Bangalore,Furniture,2268
2018-10-07,Bangalore,Electronics,1466
2018-10-08,Hyderabad,Groceries,1760
2018-10-09,Chennai,Groceries,1563
2018-10-10,Bangalore,Furniture,1196
2018-10-11,Bangalore,Groceries,997
2018-10-12,Hyderabad,Furniture,1791
2018-10-13,Delhi,Electronics,2031
2018-10-14,Bangalore,Furniture,1346
2018-10-15,Hyderabad,Electronics,1069
2018-10-16,Mumbai,Furniture,1469
2018-10-17,Hyderabad,Groceries,1285
2018-10-18,Chennai,Electronics,1371
2018-10-19,Chennai,Groceries,1750
2018-10-20,Delhi,Electronics,1551
2018-10-21,Delhi,Furniture,1318
2018-10-23,Chennai,Furniture,1767
2018-10-24,Bangalore,Clothing,1465
2018-10-25,Chennai,Clothing,1608
2018-10-26,Delhi,Electronics,1723
2018-10-27,Chennai,Clothing,1694
2018-10-28,Delhi,Furniture,1579
2018-10-29,Mumbai,Clothing,1996
2018-10-30,Chennai,Clothing,1741
2018-10-31,Delhi,Groceries,1431
2018-11-02,Bangalore,Electronics,1582
2018-11-03,Delhi,Electronics,1939
2018-11-04,Chennai,Clothing,1563
2018-11-05,Chennai,Furniture,1622
2018-11-06,Mumbai,Groceries,2067
2018-11-07,Hyderabad,Electronics,1807
2018-11-08,Delhi,Clothing,2109
2018-11-11,Bangalore,Groceries,1719
2018-11-12,Hyderabad,Electronics,2046
2018-11-13,Mumbai,Electronics,1383
2018-11-14,Delhi,Furniture,1875
2018-11-15,Bangalore,Clothing,1738
2018-11-17,Mumbai,Electronics,1785
2018-11-18,Chennai,Furniture,1498
2018-11-19,Bangalore,Clothing,1399
2018-11-20,Mumbai,Groceries,1752
2018-11-21,Mumbai,Groceries,1170
2018-11-22,Bangalore,Groceries,1547
2018-11-23,Delhi,Groceries,2515
2018-11-24,Mumbai,Electronics,1945
2018-11-25,Bangalore,Electronics,1485
2018-11-26,Hyderabad,Clothing,2171
2018-11-27,Chennai,Clothing,1452
2018-11-28,Mumbai,Clothing,1583
2018-11-29,Hyderabad,Clothing,1405
2018-11-30,Mumbai,Furniture,1826
2018-12-01,Delhi,Clothing,2410
2018-12-02,Bangalore,Groceries,1700
2018-12-03,Mumbai,Groceries,1381
2018-12-04,Bangalore,Groceries,2327
2018-12-06,Delhi,Clothing,1401
2018-12-07,Delhi,Groceries,2138
2018-12-08,Hyderabad,Groceries,2067
2018-12-12,Mumbai,Clothing,2053
2018-12-13,Delhi,Clothing,2076
2018-12-15,Mumbai,Electronics,1759
2018-12-17,Hyderabad,Groceries,1931
2018-12-18,Hyderabad,Furniture,2431
2018-12-19,Mumbai,Groceries,1732
2018-12-20,Hyderabad,Groceries,1543
2018-12-21,Delhi,Clothing,2130
2018-12-22,Mumbai,Clothing,2186
2018-12-23,Mumbai,Clothing,1824
2018-12-24,Mumbai,Clothing,1895
2018-12-25,Chennai,Clothing,2079
2018-12-26,Bangalore,Electronics,1953
2018-12-27,Chennai,Clothing,2300
2018-12-28,Chennai,Furniture,2731
2018-12-29,Chennai,Groceries,1487
2018-12-30,Bangalore,Clothing,2368
2018-12-31,Chennai,Electronics,2031
2019-01-01,Hyderabad,Furniture,2666
2019-01-02,Mumbai,Furniture,2467
2019-01-03,Mumbai,Groceries,2268
2019-01-04,Delhi,Furniture,2478
2019-01-05,Hyderabad,Furniture,2131
2019-01-06,Bangalore,Furniture,2017
2019-01-07,Mumbai,Furniture,2493
2019-01-08,Chennai,Electronics,1996
2019-01-09,Delhi,Groceries,2442
2019-01-11,Mumbai,Furniture,1551
2019-01-12,Hyderabad,Electronics,2077
2019-01-13,Delhi,Groceries,2350
2019-01-14,Mumbai,Clothing,2128
2019-01-15,Hyderabad,Groceries,1485
2019-01-16,Mumbai,Electronics,2646
2019-01-17,Mumbai,Electronics,2300
2019-01-20,Hyderabad,Electronics,2409
2019-01-21,Mumbai,Clothing,2800
2019-01-23,Bangalore,Groceries,2750
2019-01-26,Mumbai,Electronics,2913
2019-01-27,Delhi,Groceries,2367
2019-01-28,Hyderabad,Electronics,2452
2019-01-29,Mumbai,Clothing,2169
2019-01-30,Chennai,Clothing,2011
2019-01-31,Hyderabad,Furniture,2300
2019-02-01,Mumbai,Clothing,2907
2019-02-02,Chennai,Groceries,2340
2019-02-03,Delhi,Furniture,2424
2019-02-06,Bangalore,Groceries,2586
2019-02-07,Mumbai,Groceries,2696
2019-02-08,Bangalore,Clothing,2373
2019-02-10,Delhi,Clothing,2631
2019-02-11,Hyderabad,Electronics,2312
2019-02-12,Hyderabad,Electronics,2677
2019-02-14,Bangalore,Clothing,2230
2019-02-15,Delhi,Groceries,1974
2019-02-16,Chennai,Groceries,2281
2019-02-17,Bangalore,Groceries,2188
2019-02-18,Bangalore,Electronics,2312
2019-02-19,Chennai,Clothing,2616
2019-02-20,Hyderabad,Clothing,1915
2019-02-21,Hyderabad,Groceries,1840
2019-02-22,Bangalore,Electronics,2208
2019-02-23,Hyderabad,Clothing,2571
2019-02-26,Delhi,Groceries,2783
2019-02-27,Mumbai,Furniture,2235
2019-02-28,Bangalore,Electronics,2571
2019-03-02,Delhi,Furniture,2239
2019-03-04,Mumbai,Clothing,2720
2019-03-05,Delhi,Electronics,2608
2019-03-06,Chennai,Furniture,2790
2019-03-07,Chennai,Groceries,2608
2019-03-11,Chennai,Groceries,2654
2019-03-12,Mumbai,Groceries,2386
2019-03-13,Chennai,Electronics,2833
2019-03-14,Bangalore,Clothing,2172
2019-03-16,Delhi,Clothing,1876
2019-03-17,Chennai,Clothing,2703
2019-03-18,Hyderabad,Furniture,2176
2019-03-19,Mumbai,Clothing,2583
2019-03-20,Delhi,Electronics,2907
2019-03-21,Bangalore,Furniture,2746
2019-03-22,Delhi,Furniture,2867
2019-03-23,Chennai,Groceries,2836
2019-03-24,Hyderabad,Clothing,2342
2019-03-25,Chennai,Furniture,2679
2019-03-26,Delhi,Furniture,1982
2019-03-27,Mumbai,Electronics,2293
2019-03-28,Hyderabad,Groceries,2917
2019-03-30,Delhi,Electronics,1939
2019-03-31,Chennai,Furniture,3104
2019-04-01,Delhi,Furniture,2601
2019-04-02,Hyderabad,Furniture,2662
2019-04-03,Delhi,Electronics,2138
2019-04-04,Hyderabad,Clothing,2518
2019-04-05,Chennai,Furniture,2510
2019-04-06,Mumbai,Furniture,2186
2019-04-07,Mumbai,Clothing,2382
2019-04-08,Delhi,Furniture,1982
2019-04-09,Hyderabad,Groceries,2328
2019-04-10,Mumbai,Furniture,2725
2019-04-11,Hyderabad,Groceries,2208
2019-04-12,Chennai,Clothing,3005
2019-04-13,Delhi,Electronics,2002
2019-04-14,Hyderabad,Clothing,2354
2019-04-15,Delhi,Furniture,2236
2019-04-16,Hyderabad,Groceries,2378
2019-04-17,Hyderabad,Electronics,2844
2019-04-19,Delhi,Electronics,2297
2019-04-22,Hyderabad,Clothing,2485
2019-04-23,Mumbai,Furniture,2143
2019-04-24,Delhi,Furniture,2411
2019-04-25,Bangalore,Clothing,2772
2019-04-26,Chennai,Groceries,1950
2019-04-27,Bangalore,Furniture,2223
2019-04-28,Chennai,Electronics,1888
2019-04-30,Bangalore,Furniture,2800
2019-05-01,Delhi,Electronics,2194
2019-05-02,Mumbai,Clothing,1948
2019-05-03,Bangalore,Groceries,1957
2019-05-04,Hyderabad,Groceries,2160
2019-05-06,Hyderabad,Clothing,2523
2019-05-07,Mumbai,Furniture,2049
2019-05-08,Bangalore,Furniture,2380
2019-05-10,Chennai,Furniture,2026
2019-05-11,Delhi,Furniture,2150
2019-05-12,Mumbai,Electronics,2350
2019-05-13,Bangalore,Furniture,2524
2019-05-14,Hyderabad,Furniture,2174
2019-05-16,Mumbai,Furniture,2549
2019-05-18,Delhi,Electronics,2328
2019-05-19,Delhi,Electronics,2242
2019-05-20,Delhi,Electronics,2202
2019-05-21,Hyderabad,Groceries,2103
2019-05-22,Hyderabad,Furniture,2436
2019-05-24,Delhi,Groceries,2590
2019-05-25,Bangalore,Clothing,1976
2019-05-26,Delhi,Furniture,2372
2019-05-27,Mumbai,Groceries,2356
2019-05-28,Chennai,Furniture,2632
2019-05-29,Chennai,Clothing,2309
2019-05-30,Delhi,Groceries,2001
2019-05-31,Bangalore,Furniture,1768
2019-06-01,Hyderabad,Groceries,1895
2019-06-02,Delhi,Electronics,1412
2019-06-03,Delhi,Furniture,1811
2019-06-04,Hyderabad,Groceries,1912
2019-06-05,Delhi,Electronics,1793
2019-06-06,Mumbai,Clothing,2012
2019-06-07,Hyderabad,Furniture,1929
